,0
2728," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2729," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2730," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2731," chills, vomiting, fatigue/nIt might be Tuberculosis"
2732," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2733," chills, fatigue, cough/nIt might be Pneumonia"
2734," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2735," vomiting, breathlessness, sweating/nIt might be Heart attack"
2736," fatigue, cramps, bruising/nIt might be Varicose veins"
2737," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2738," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2739," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2740," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2741," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2742," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2743," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2744," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2745," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2746," skin_rash, high_fever, blister/nIt might be Impetigo"
2747,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2748," continuous_sneezing, shivering, chills/nIt might be Allergy"
2749," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2750,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2751,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2752," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2753," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
2754," fatigue, weight_loss, restlessness/nIt might be Diabetes "
2755," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
2756," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
2757," headache, chest_pain, dizziness/nIt might be Hypertension "
2758," acidity, indigestion, headache/nIt might be Migraine"
2759," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
2760," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
2761,"itching, vomiting, fatigue/nIt might be Jaundice"
2762," chills, vomiting, high_fever/nIt might be Malaria"
2763,"itching, skin_rash, fatigue/nIt might be Chicken pox"
2764," skin_rash, chills, joint_pain/nIt might be Dengue"
2765," chills, vomiting, fatigue/nIt might be Typhoid"
2766," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
2767,"itching, fatigue, lethargy/nIt might be Hepatitis B"
2768," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
2769," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2770," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2771," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2772," chills, vomiting, fatigue/nIt might be Tuberculosis"
2773," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2774," chills, fatigue, cough/nIt might be Pneumonia"
2775," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2776," vomiting, breathlessness, sweating/nIt might be Heart attack"
2777," fatigue, cramps, bruising/nIt might be Varicose veins"
2778," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2779," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2780," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2781," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2782," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2783," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2784," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2785," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2786," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2787," skin_rash, high_fever, blister/nIt might be Impetigo"
2788,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2789," continuous_sneezing, shivering, chills/nIt might be Allergy"
2790," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2791,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2792,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2793," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2794," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
2795," fatigue, weight_loss, restlessness/nIt might be Diabetes "
2796," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
2797," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
2798," headache, chest_pain, dizziness/nIt might be Hypertension "
2799," acidity, indigestion, headache/nIt might be Migraine"
2800," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
2801," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
2802,"itching, vomiting, fatigue/nIt might be Jaundice"
2803," chills, vomiting, high_fever/nIt might be Malaria"
2804,"itching, skin_rash, fatigue/nIt might be Chicken pox"
2805," skin_rash, chills, joint_pain/nIt might be Dengue"
2806," chills, vomiting, fatigue/nIt might be Typhoid"
2807," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
2808,"itching, fatigue, lethargy/nIt might be Hepatitis B"
2809," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
2810," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2811," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2812," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2813," chills, vomiting, fatigue/nIt might be Tuberculosis"
2814," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2815," chills, fatigue, cough/nIt might be Pneumonia"
2816," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2817," vomiting, breathlessness, sweating/nIt might be Heart attack"
2818," fatigue, cramps, bruising/nIt might be Varicose veins"
2819," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2820," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2821," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2822," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2823," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2824," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2825," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2826," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2827," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2828," skin_rash, high_fever, blister/nIt might be Impetigo"
2829,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2830," continuous_sneezing, shivering, chills/nIt might be Allergy"
2831," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2832,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2833,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2834," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2835," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
2836," fatigue, weight_loss, restlessness/nIt might be Diabetes "
2837," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
2838," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
2839," headache, chest_pain, dizziness/nIt might be Hypertension "
2840," acidity, indigestion, headache/nIt might be Migraine"
2841," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
2842," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
2843,"itching, vomiting, fatigue/nIt might be Jaundice"
2844," chills, vomiting, high_fever/nIt might be Malaria"
2845,"itching, skin_rash, fatigue/nIt might be Chicken pox"
2846," skin_rash, chills, joint_pain/nIt might be Dengue"
2847," chills, vomiting, fatigue/nIt might be Typhoid"
2848," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
2849,"itching, fatigue, lethargy/nIt might be Hepatitis B"
2850," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
2851," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2852," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2853," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2854," chills, vomiting, fatigue/nIt might be Tuberculosis"
2855," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2856," chills, fatigue, cough/nIt might be Pneumonia"
2857," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2858," vomiting, breathlessness, sweating/nIt might be Heart attack"
2859," fatigue, cramps, bruising/nIt might be Varicose veins"
2860," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2861," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2862," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2863," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2864," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2865," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2866," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2867," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2868," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2869," skin_rash, high_fever, blister/nIt might be Impetigo"
2870,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2871," continuous_sneezing, shivering, chills/nIt might be Allergy"
2872," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2873,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2874,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2875," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2876," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
2877," fatigue, weight_loss, restlessness/nIt might be Diabetes "
2878," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
2879," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
2880," headache, chest_pain, dizziness/nIt might be Hypertension "
2881," acidity, indigestion, headache/nIt might be Migraine"
2882," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
2883," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
2884,"itching, vomiting, fatigue/nIt might be Jaundice"
2885," chills, vomiting, high_fever/nIt might be Malaria"
2886,"itching, skin_rash, fatigue/nIt might be Chicken pox"
2887," skin_rash, chills, joint_pain/nIt might be Dengue"
2888," chills, vomiting, fatigue/nIt might be Typhoid"
2889," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
2890,"itching, fatigue, lethargy/nIt might be Hepatitis B"
2891," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
2892," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2893," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2894," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2895," chills, vomiting, fatigue/nIt might be Tuberculosis"
2896," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2897," chills, fatigue, cough/nIt might be Pneumonia"
2898," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2899," vomiting, breathlessness, sweating/nIt might be Heart attack"
2900," fatigue, cramps, bruising/nIt might be Varicose veins"
2901," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2902," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2903," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2904," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2905," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2906," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2907," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2908," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2909," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2910," skin_rash, high_fever, blister/nIt might be Impetigo"
2911,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2912," continuous_sneezing, shivering, chills/nIt might be Allergy"
2913," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2914,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2915,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2916," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2917," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
2918," fatigue, weight_loss, restlessness/nIt might be Diabetes "
2919," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
2920," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
2921," headache, chest_pain, dizziness/nIt might be Hypertension "
2922," acidity, indigestion, headache/nIt might be Migraine"
2923," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
2924," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
2925,"itching, vomiting, fatigue/nIt might be Jaundice"
2926," chills, vomiting, high_fever/nIt might be Malaria"
2927,"itching, skin_rash, fatigue/nIt might be Chicken pox"
2928," skin_rash, chills, joint_pain/nIt might be Dengue"
2929," chills, vomiting, fatigue/nIt might be Typhoid"
2930," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
2931,"itching, fatigue, lethargy/nIt might be Hepatitis B"
2932," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
2933," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2934," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2935," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2936," chills, vomiting, fatigue/nIt might be Tuberculosis"
2937," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2938," chills, fatigue, cough/nIt might be Pneumonia"
2939," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2940," vomiting, breathlessness, sweating/nIt might be Heart attack"
2941," fatigue, cramps, bruising/nIt might be Varicose veins"
2942," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2943," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2944," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2945," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2946," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2947," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2948," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2949," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2950," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2951," skin_rash, high_fever, blister/nIt might be Impetigo"
2952,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2953," continuous_sneezing, shivering, chills/nIt might be Allergy"
2954," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2955,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2956,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2957," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2958," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
2959," fatigue, weight_loss, restlessness/nIt might be Diabetes "
2960," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
2961," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
2962," headache, chest_pain, dizziness/nIt might be Hypertension "
2963," acidity, indigestion, headache/nIt might be Migraine"
2964," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
2965," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
2966,"itching, vomiting, fatigue/nIt might be Jaundice"
2967," chills, vomiting, high_fever/nIt might be Malaria"
2968,"itching, skin_rash, fatigue/nIt might be Chicken pox"
2969," skin_rash, chills, joint_pain/nIt might be Dengue"
2970," chills, vomiting, fatigue/nIt might be Typhoid"
2971," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
2972,"itching, fatigue, lethargy/nIt might be Hepatitis B"
2973," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
2974," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
2975," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
2976," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
2977," chills, vomiting, fatigue/nIt might be Tuberculosis"
2978," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
2979," chills, fatigue, cough/nIt might be Pneumonia"
2980," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
2981," vomiting, breathlessness, sweating/nIt might be Heart attack"
2982," fatigue, cramps, bruising/nIt might be Varicose veins"
2983," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
2984," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
2985," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
2986," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
2987," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
2988," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
2989," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
2990," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
2991," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
2992," skin_rash, high_fever, blister/nIt might be Impetigo"
2993,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
2994," continuous_sneezing, shivering, chills/nIt might be Allergy"
2995," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
2996,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
2997,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
2998," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
2999," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3000," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3001," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3002," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3003," headache, chest_pain, dizziness/nIt might be Hypertension "
3004," acidity, indigestion, headache/nIt might be Migraine"
3005," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3006," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3007,"itching, vomiting, fatigue/nIt might be Jaundice"
3008," chills, vomiting, high_fever/nIt might be Malaria"
3009,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3010," skin_rash, chills, joint_pain/nIt might be Dengue"
3011," chills, vomiting, fatigue/nIt might be Typhoid"
3012," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3013,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3014," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3015," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3016," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3017," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3018," chills, vomiting, fatigue/nIt might be Tuberculosis"
3019," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3020," chills, fatigue, cough/nIt might be Pneumonia"
3021," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3022," vomiting, breathlessness, sweating/nIt might be Heart attack"
3023," fatigue, cramps, bruising/nIt might be Varicose veins"
3024," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3025," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3026," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3027," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3028," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3029," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3030," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3031," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3032," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3033," skin_rash, high_fever, blister/nIt might be Impetigo"
3034,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3035," continuous_sneezing, shivering, chills/nIt might be Allergy"
3036," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3037,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3038,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3039," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3040," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3041," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3042," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3043," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3044," headache, chest_pain, dizziness/nIt might be Hypertension "
3045," acidity, indigestion, headache/nIt might be Migraine"
3046," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3047," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3048,"itching, vomiting, fatigue/nIt might be Jaundice"
3049," chills, vomiting, high_fever/nIt might be Malaria"
3050,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3051," skin_rash, chills, joint_pain/nIt might be Dengue"
3052," chills, vomiting, fatigue/nIt might be Typhoid"
3053," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3054,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3055," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3056," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3057," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3058," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3059," chills, vomiting, fatigue/nIt might be Tuberculosis"
3060," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3061," chills, fatigue, cough/nIt might be Pneumonia"
3062," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3063," vomiting, breathlessness, sweating/nIt might be Heart attack"
3064," fatigue, cramps, bruising/nIt might be Varicose veins"
3065," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3066," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3067," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3068," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3069," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3070," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3071," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3072," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3073," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3074," skin_rash, high_fever, blister/nIt might be Impetigo"
3075,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3076," continuous_sneezing, shivering, chills/nIt might be Allergy"
3077," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3078,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3079,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3080," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3081," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3082," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3083," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3084," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3085," headache, chest_pain, dizziness/nIt might be Hypertension "
3086," acidity, indigestion, headache/nIt might be Migraine"
3087," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3088," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3089,"itching, vomiting, fatigue/nIt might be Jaundice"
3090," chills, vomiting, high_fever/nIt might be Malaria"
3091,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3092," skin_rash, chills, joint_pain/nIt might be Dengue"
3093," chills, vomiting, fatigue/nIt might be Typhoid"
3094," joint_pain, vomiting, yellowish_skin/nIt might be hepatitis A"
3095,"itching, fatigue, lethargy/nIt might be Hepatitis B"
3096," fatigue, yellowish_skin, nausea/nIt might be Hepatitis C"
3097," joint_pain, vomiting, fatigue/nIt might be Hepatitis D"
3098," joint_pain, vomiting, fatigue/nIt might be Hepatitis E"
3099," vomiting, yellowish_skin, abdominal_pain/nIt might be Alcoholic hepatitis"
3100," chills, vomiting, fatigue/nIt might be Tuberculosis"
3101," continuous_sneezing, chills, fatigue/nIt might be Common Cold"
3102," chills, fatigue, cough/nIt might be Pneumonia"
3103," constipation, pain_during_bowel_movements, pain_in_anal_region/nIt might be Dimorphic hemmorhoids(piles)"
3104," vomiting, breathlessness, sweating/nIt might be Heart attack"
3105," fatigue, cramps, bruising/nIt might be Varicose veins"
3106," fatigue, weight_gain, cold_hands_and_feets/nIt might be Hypothyroidism"
3107," fatigue, mood_swings, weight_loss/nIt might be Hyperthyroidism"
3108," vomiting, fatigue, anxiety/nIt might be Hypoglycemia"
3109," joint_pain, neck_pain, knee_pain/nIt might be Osteoarthristis"
3110," muscle_weakness, stiff_neck, swelling_joints/nIt might be Arthritis"
3111," vomiting, headache, nausea/nIt might be (vertigo) Paroymsal  Positional Vertigo"
3112," skin_rash, pus_filled_pimples, blackheads/nIt might be Acne"
3113," burning_micturition, bladder_discomfort, foul_smell_of urine/nIt might be Urinary tract infection"
3114," skin_rash, joint_pain, skin_peeling/nIt might be Psoriasis"
3115," skin_rash, high_fever, blister/nIt might be Impetigo"
3116,"itching, skin_rash, nodal_skin_eruptions/nIt might be Fungal infection"
3117," continuous_sneezing, shivering, chills/nIt might be Allergy"
3118," stomach_pain, acidity, ulcers_on_tongue/nIt might be GERD"
3119,"itching, vomiting, yellowish_skin/nIt might be Chronic cholestasis"
3120,"itching, skin_rash, stomach_pain/nIt might be Drug Reaction"
3121," vomiting, indigestion, loss_of_appetite/nIt might be Peptic ulcer diseae"
3122," muscle_wasting, patches_in_throat, high_fever/nIt might be AIDS"
3123," fatigue, weight_loss, restlessness/nIt might be Diabetes "
3124," vomiting, sunken_eyes, dehydration/nIt might be Gastroenteritis"
3125," fatigue, cough, high_fever/nIt might be Bronchial Asthma"
3126," headache, chest_pain, dizziness/nIt might be Hypertension "
3127," acidity, indigestion, headache/nIt might be Migraine"
3128," back_pain, weakness_in_limbs, neck_pain/nIt might be Cervical spondylosis"
3129," vomiting, headache, weakness_of_one_body_side/nIt might be Paralysis (brain hemorrhage)"
3130,"itching, vomiting, fatigue/nIt might be Jaundice"
3131," chills, vomiting, high_fever/nIt might be Malaria"
3132,"itching, skin_rash, fatigue/nIt might be Chicken pox"
3133," skin_rash, chills, joint_pain/nIt might be Dengue"
3134," chills, vomiting, fatigue/nIt might be Typhoid"
